starttime	seconds	ctime	dtime	ttime	wait
Thu Sep 14 18:15:49 2023	1694704549	1	55	56	55
Thu Sep 14 18:15:55 2023	1694704555	1	55	56	55
Thu Sep 14 18:15:52 2023	1694704552	0	56	56	56
Thu Sep 14 18:15:54 2023	1694704554	0	56	56	56
Thu Sep 14 18:15:46 2023	1694704546	0	56	56	56
Thu Sep 14 18:15:43 2023	1694704543	0	56	56	56
Thu Sep 14 18:15:48 2023	1694704548	0	56	56	56
Thu Sep 14 18:15:56 2023	1694704556	1	56	56	56
Thu Sep 14 18:15:45 2023	1694704545	1	55	56	55
Thu Sep 14 18:15:52 2023	1694704552	0	56	56	54
Thu Sep 14 18:15:46 2023	1694704546	0	56	56	55
Thu Sep 14 18:15:55 2023	1694704555	0	56	56	56
Thu Sep 14 18:15:48 2023	1694704548	0	56	56	56
Thu Sep 14 18:15:50 2023	1694704550	1	55	56	55
Thu Sep 14 18:15:49 2023	1694704549	0	56	56	56
Thu Sep 14 18:15:47 2023	1694704547	1	56	56	56
Thu Sep 14 18:15:54 2023	1694704554	1	56	56	56
Thu Sep 14 18:15:46 2023	1694704546	0	56	56	55
Thu Sep 14 18:15:48 2023	1694704548	0	56	56	56
Thu Sep 14 18:15:55 2023	1694704555	0	56	56	56
Thu Sep 14 18:15:49 2023	1694704549	0	56	56	56
Thu Sep 14 18:15:57 2023	1694704557	0	56	56	51
Thu Sep 14 18:15:54 2023	1694704554	0	56	56	56
Thu Sep 14 18:15:53 2023	1694704553	0	56	56	54
Thu Sep 14 18:15:44 2023	1694704544	1	56	57	56
Thu Sep 14 18:15:54 2023	1694704554	0	57	57	57
Thu Sep 14 18:15:55 2023	1694704555	0	56	57	56
Thu Sep 14 18:15:53 2023	1694704553	0	57	57	57
Thu Sep 14 18:15:54 2023	1694704554	0	57	57	57
Thu Sep 14 18:15:55 2023	1694704555	1	56	57	55
Thu Sep 14 18:15:50 2023	1694704550	1	56	57	56
Thu Sep 14 18:15:45 2023	1694704545	1	56	57	56
Thu Sep 14 18:15:45 2023	1694704545	1	56	57	56
Thu Sep 14 18:15:51 2023	1694704551	0	57	57	57
Thu Sep 14 18:15:49 2023	1694704549	0	57	57	56
Thu Sep 14 18:15:49 2023	1694704549	1	56	57	53
Thu Sep 14 18:15:56 2023	1694704556	0	57	57	57
Thu Sep 14 18:15:53 2023	1694704553	0	57	57	57
Thu Sep 14 18:15:47 2023	1694704547	0	57	57	57
Thu Sep 14 18:15:57 2023	1694704557	0	57	57	56
Thu Sep 14 18:15:54 2023	1694704554	1	56	57	54
Thu Sep 14 18:15:46 2023	1694704546	0	57	57	57
Thu Sep 14 18:15:49 2023	1694704549	0	57	57	57
Thu Sep 14 18:15:55 2023	1694704555	1	56	57	56
Thu Sep 14 18:15:55 2023	1694704555	0	57	57	57
Thu Sep 14 18:15:44 2023	1694704544	1	57	57	56
Thu Sep 14 18:15:48 2023	1694704548	0	57	57	56
Thu Sep 14 18:15:46 2023	1694704546	0	57	57	57
Thu Sep 14 18:15:49 2023	1694704549	0	57	57	57
Thu Sep 14 18:15:47 2023	1694704547	0	57	57	57
Thu Sep 14 18:15:56 2023	1694704556	0	57	57	56
Thu Sep 14 18:15:51 2023	1694704551	1	57	57	46
Thu Sep 14 18:15:47 2023	1694704547	0	57	57	57
Thu Sep 14 18:15:53 2023	1694704553	1	56	57	56
Thu Sep 14 18:15:45 2023	1694704545	1	57	57	56
Thu Sep 14 18:15:48 2023	1694704548	0	57	57	57
Thu Sep 14 18:15:48 2023	1694704548	1	57	57	56
Thu Sep 14 18:15:49 2023	1694704549	0	57	57	57
Thu Sep 14 18:15:49 2023	1694704549	0	57	57	57
Thu Sep 14 18:15:45 2023	1694704545	1	57	57	57
Thu Sep 14 18:15:44 2023	1694704544	0	57	57	57
Thu Sep 14 18:15:47 2023	1694704547	1	57	57	57
Thu Sep 14 18:15:50 2023	1694704550	1	57	57	57
Thu Sep 14 18:15:53 2023	1694704553	0	57	57	57
Thu Sep 14 18:15:46 2023	1694704546	0	57	57	57
Thu Sep 14 18:15:51 2023	1694704551	0	57	57	57
Thu Sep 14 18:15:53 2023	1694704553	0	58	58	57
Thu Sep 14 18:15:51 2023	1694704551	1	57	58	57
Thu Sep 14 18:15:45 2023	1694704545	0	58	58	58
Thu Sep 14 18:15:45 2023	1694704545	0	58	58	58
Thu Sep 14 18:15:47 2023	1694704547	0	58	58	57
Thu Sep 14 18:15:48 2023	1694704548	0	57	58	57
Thu Sep 14 18:15:45 2023	1694704545	1	57	58	57
Thu Sep 14 18:15:45 2023	1694704545	1	57	58	57
Thu Sep 14 18:15:51 2023	1694704551	1	57	58	57
Thu Sep 14 18:15:48 2023	1694704548	0	58	58	49
Thu Sep 14 18:15:51 2023	1694704551	0	58	58	58
Thu Sep 14 18:15:53 2023	1694704553	1	57	58	50
Thu Sep 14 18:15:51 2023	1694704551	0	58	58	58
Thu Sep 14 18:15:56 2023	1694704556	0	58	58	58
Thu Sep 14 18:15:51 2023	1694704551	0	58	58	58
Thu Sep 14 18:15:47 2023	1694704547	0	58	58	58
Thu Sep 14 18:15:53 2023	1694704553	0	58	58	58
Thu Sep 14 18:15:52 2023	1694704552	1	57	58	52
Thu Sep 14 18:15:46 2023	1694704546	0	58	58	56
Thu Sep 14 18:15:46 2023	1694704546	0	58	58	58
Thu Sep 14 18:15:47 2023	1694704547	0	58	58	58
Thu Sep 14 18:15:48 2023	1694704548	0	58	58	58
Thu Sep 14 18:15:49 2023	1694704549	0	58	58	51
Thu Sep 14 18:15:55 2023	1694704555	0	58	58	58
Thu Sep 14 18:15:46 2023	1694704546	1	57	58	57
Thu Sep 14 18:15:54 2023	1694704554	0	58	58	58
Thu Sep 14 18:15:45 2023	1694704545	1	58	58	58
Thu Sep 14 18:15:47 2023	1694704547	0	58	58	58
Thu Sep 14 18:15:46 2023	1694704546	0	58	58	58
Thu Sep 14 18:15:48 2023	1694704548	0	58	58	58
Thu Sep 14 18:15:45 2023	1694704545	0	58	58	58
Thu Sep 14 18:15:49 2023	1694704549	0	58	58	57
Thu Sep 14 18:15:47 2023	1694704547	0	58	58	58
Thu Sep 14 18:15:52 2023	1694704552	0	58	58	58
Thu Sep 14 18:15:44 2023	1694704544	1	57	58	57
Thu Sep 14 18:15:55 2023	1694704555	1	57	58	57
Thu Sep 14 18:15:44 2023	1694704544	1	58	58	58
Thu Sep 14 18:15:47 2023	1694704547	0	58	58	58
Thu Sep 14 18:15:51 2023	1694704551	1	57	58	57
Thu Sep 14 18:15:51 2023	1694704551	0	58	58	58
Thu Sep 14 18:15:49 2023	1694704549	3	55	58	55
Thu Sep 14 18:15:57 2023	1694704557	0	58	58	58
Thu Sep 14 18:15:45 2023	1694704545	0	58	59	58
Thu Sep 14 18:15:46 2023	1694704546	0	59	59	59
Thu Sep 14 18:15:44 2023	1694704544	0	59	59	59
Thu Sep 14 18:15:47 2023	1694704547	0	59	59	58
Thu Sep 14 18:15:44 2023	1694704544	1	58	59	58
Thu Sep 14 18:15:44 2023	1694704544	0	59	59	59
Thu Sep 14 18:15:45 2023	1694704545	1	58	59	58
Thu Sep 14 18:15:57 2023	1694704557	0	59	59	55
Thu Sep 14 18:15:46 2023	1694704546	0	59	59	59
Thu Sep 14 18:15:47 2023	1694704547	0	59	59	59
Thu Sep 14 18:15:54 2023	1694704554	0	59	59	57
Thu Sep 14 18:15:47 2023	1694704547	0	59	59	58
Thu Sep 14 18:15:52 2023	1694704552	1	58	59	58
Thu Sep 14 18:15:44 2023	1694704544	0	59	59	59
Thu Sep 14 18:15:45 2023	1694704545	1	58	59	58
Thu Sep 14 18:15:56 2023	1694704556	1	58	59	58
Thu Sep 14 18:15:56 2023	1694704556	0	59	59	58
Thu Sep 14 18:15:54 2023	1694704554	1	58	59	51
Thu Sep 14 18:15:46 2023	1694704546	1	58	59	57
Thu Sep 14 18:15:56 2023	1694704556	0	59	59	59
Thu Sep 14 18:15:54 2023	1694704554	0	59	59	59
Thu Sep 14 18:15:47 2023	1694704547	0	59	59	59
Thu Sep 14 18:15:47 2023	1694704547	1	58	59	57
Thu Sep 14 18:15:47 2023	1694704547	0	59	59	59
Thu Sep 14 18:15:50 2023	1694704550	0	59	59	59
Thu Sep 14 18:15:45 2023	1694704545	1	59	59	59
Thu Sep 14 18:15:49 2023	1694704549	0	59	59	59
Thu Sep 14 18:15:44 2023	1694704544	1	59	59	59
Thu Sep 14 18:15:43 2023	1694704543	1	59	59	59
Thu Sep 14 18:15:46 2023	1694704546	0	59	59	58
Thu Sep 14 18:15:49 2023	1694704549	1	59	59	59
Thu Sep 14 18:15:46 2023	1694704546	0	59	59	59
Thu Sep 14 18:15:49 2023	1694704549	1	59	59	59
Thu Sep 14 18:15:56 2023	1694704556	1	59	59	59
Thu Sep 14 18:15:44 2023	1694704544	0	59	59	59
Thu Sep 14 18:15:51 2023	1694704551	0	59	59	59
Thu Sep 14 18:15:54 2023	1694704554	1	59	59	59
Thu Sep 14 18:15:54 2023	1694704554	1	59	59	59
Thu Sep 14 18:15:55 2023	1694704555	0	59	59	57
Thu Sep 14 18:15:48 2023	1694704548	0	59	59	59
Thu Sep 14 18:15:52 2023	1694704552	0	60	60	60
Thu Sep 14 18:15:44 2023	1694704544	0	59	60	59
Thu Sep 14 18:15:44 2023	1694704544	0	60	60	58
Thu Sep 14 18:15:46 2023	1694704546	0	60	60	58
Thu Sep 14 18:15:52 2023	1694704552	0	60	60	59
Thu Sep 14 18:15:57 2023	1694704557	0	60	60	60
Thu Sep 14 18:15:55 2023	1694704555	1	59	60	59
Thu Sep 14 18:15:48 2023	1694704548	0	60	60	60
Thu Sep 14 18:15:47 2023	1694704547	0	60	60	60
Thu Sep 14 18:15:46 2023	1694704546	0	60	60	60
Thu Sep 14 18:15:56 2023	1694704556	1	59	60	57
Thu Sep 14 18:15:46 2023	1694704546	1	59	60	59
Thu Sep 14 18:15:56 2023	1694704556	0	60	60	59
Thu Sep 14 18:15:46 2023	1694704546	1	59	60	59
Thu Sep 14 18:15:55 2023	1694704555	1	59	60	59
Thu Sep 14 18:15:48 2023	1694704548	0	60	60	58
Thu Sep 14 18:15:54 2023	1694704554	1	59	60	59
Thu Sep 14 18:15:54 2023	1694704554	1	59	60	59
Thu Sep 14 18:15:49 2023	1694704549	1	59	60	58
Thu Sep 14 18:15:47 2023	1694704547	0	60	60	60
Thu Sep 14 18:15:57 2023	1694704557	0	60	60	60
Thu Sep 14 18:15:47 2023	1694704547	0	60	60	60
Thu Sep 14 18:15:47 2023	1694704547	0	60	60	60
Thu Sep 14 18:15:47 2023	1694704547	0	60	60	60
Thu Sep 14 18:15:51 2023	1694704551	0	60	60	60
Thu Sep 14 18:15:50 2023	1694704550	0	60	60	60
Thu Sep 14 18:15:46 2023	1694704546	0	60	60	60
Thu Sep 14 18:15:44 2023	1694704544	1	60	60	59
Thu Sep 14 18:15:53 2023	1694704553	0	60	60	60
Thu Sep 14 18:15:47 2023	1694704547	0	60	60	57
Thu Sep 14 18:15:49 2023	1694704549	1	60	60	56
Thu Sep 14 18:15:53 2023	1694704553	0	60	60	56
Thu Sep 14 18:15:53 2023	1694704553	1	59	60	59
Thu Sep 14 18:15:45 2023	1694704545	0	60	60	60
Thu Sep 14 18:15:47 2023	1694704547	0	60	60	59
Thu Sep 14 18:15:55 2023	1694704555	1	60	60	55
Thu Sep 14 18:15:47 2023	1694704547	0	60	60	60
Thu Sep 14 18:15:53 2023	1694704553	0	60	60	59
Thu Sep 14 18:15:47 2023	1694704547	0	60	60	58
Thu Sep 14 18:15:47 2023	1694704547	0	60	60	60
Thu Sep 14 18:15:53 2023	1694704553	0	60	60	60
Thu Sep 14 18:15:53 2023	1694704553	1	60	60	59
Thu Sep 14 18:15:44 2023	1694704544	0	60	60	60
Thu Sep 14 18:15:52 2023	1694704552	1	59	60	59
Thu Sep 14 18:15:55 2023	1694704555	0	60	60	60
Thu Sep 14 18:15:54 2023	1694704554	0	60	60	60
Thu Sep 14 18:15:49 2023	1694704549	1	60	60	59
Thu Sep 14 18:15:44 2023	1694704544	1	59	60	59
Thu Sep 14 18:15:48 2023	1694704548	0	61	61	59
Thu Sep 14 18:15:44 2023	1694704544	1	60	61	60
Thu Sep 14 18:15:49 2023	1694704549	1	60	61	60
Thu Sep 14 18:15:46 2023	1694704546	1	60	61	60
Thu Sep 14 18:15:44 2023	1694704544	0	61	61	61
Thu Sep 14 18:15:44 2023	1694704544	0	61	61	48
Thu Sep 14 18:15:45 2023	1694704545	1	60	61	60
Thu Sep 14 18:15:44 2023	1694704544	0	61	61	61
Thu Sep 14 18:15:44 2023	1694704544	0	60	61	60
Thu Sep 14 18:15:54 2023	1694704554	1	60	61	60
Thu Sep 14 18:15:51 2023	1694704551	0	61	61	61
Thu Sep 14 18:15:48 2023	1694704548	0	61	61	61
Thu Sep 14 18:15:48 2023	1694704548	1	60	61	60
Thu Sep 14 18:15:46 2023	1694704546	1	60	61	60
Thu Sep 14 18:15:48 2023	1694704548	1	60	61	59
Thu Sep 14 18:15:49 2023	1694704549	1	60	61	60
Thu Sep 14 18:15:53 2023	1694704553	0	61	61	61
Thu Sep 14 18:15:51 2023	1694704551	1	61	61	44
Thu Sep 14 18:15:49 2023	1694704549	0	61	61	61
Thu Sep 14 18:15:49 2023	1694704549	1	61	61	61
Thu Sep 14 18:15:53 2023	1694704553	0	61	61	51
Thu Sep 14 18:15:52 2023	1694704552	1	61	61	61
Thu Sep 14 18:15:47 2023	1694704547	1	61	61	61
Thu Sep 14 18:15:47 2023	1694704547	0	61	61	60
Thu Sep 14 18:15:48 2023	1694704548	0	61	61	61
Thu Sep 14 18:15:46 2023	1694704546	0	61	61	61
Thu Sep 14 18:15:50 2023	1694704550	1	61	61	61
Thu Sep 14 18:15:56 2023	1694704556	0	61	61	61
Thu Sep 14 18:15:53 2023	1694704553	0	61	61	61
Thu Sep 14 18:15:50 2023	1694704550	0	61	61	61
Thu Sep 14 18:15:52 2023	1694704552	1	60	61	58
Thu Sep 14 18:15:53 2023	1694704553	1	61	62	60
Thu Sep 14 18:15:52 2023	1694704552	0	62	62	62
Thu Sep 14 18:15:48 2023	1694704548	0	62	62	62
Thu Sep 14 18:15:44 2023	1694704544	0	62	62	59
Thu Sep 14 18:15:46 2023	1694704546	0	62	62	62
Thu Sep 14 18:15:52 2023	1694704552	0	62	62	61
Thu Sep 14 18:15:51 2023	1694704551	1	61	62	61
Thu Sep 14 18:15:44 2023	1694704544	1	61	62	61
Thu Sep 14 18:15:53 2023	1694704553	0	62	62	55
Thu Sep 14 18:15:52 2023	1694704552	0	62	62	62
Thu Sep 14 18:15:44 2023	1694704544	0	62	62	62
Thu Sep 14 18:15:56 2023	1694704556	0	62	62	58
Thu Sep 14 18:15:45 2023	1694704545	0	62	62	61
Thu Sep 14 18:15:53 2023	1694704553	1	61	62	61
Thu Sep 14 18:15:56 2023	1694704556	1	61	62	59
Thu Sep 14 18:15:44 2023	1694704544	0	62	62	62
Thu Sep 14 18:15:45 2023	1694704545	0	62	62	62
Thu Sep 14 18:15:55 2023	1694704555	0	62	62	61
Thu Sep 14 18:15:46 2023	1694704546	0	62	62	62
Thu Sep 14 18:15:55 2023	1694704555	0	62	62	62
Thu Sep 14 18:15:56 2023	1694704556	1	61	62	60
Thu Sep 14 18:15:49 2023	1694704549	0	62	62	62
Thu Sep 14 18:15:51 2023	1694704551	1	62	62	61
Thu Sep 14 18:15:49 2023	1694704549	0	62	62	50
Thu Sep 14 18:15:48 2023	1694704548	1	62	62	62
Thu Sep 14 18:15:52 2023	1694704552	0	62	62	62
Thu Sep 14 18:15:47 2023	1694704547	2	60	62	56
Thu Sep 14 18:15:44 2023	1694704544	0	62	62	62
Thu Sep 14 18:15:48 2023	1694704548	0	62	62	62
Thu Sep 14 18:15:44 2023	1694704544	1	62	62	54
Thu Sep 14 18:15:56 2023	1694704556	0	62	62	62
Thu Sep 14 18:15:47 2023	1694704547	0	62	62	62
Thu Sep 14 18:15:44 2023	1694704544	1	62	62	62
Thu Sep 14 18:15:49 2023	1694704549	1	62	62	61
Thu Sep 14 18:15:49 2023	1694704549	0	62	62	62
Thu Sep 14 18:15:49 2023	1694704549	1	62	62	62
Thu Sep 14 18:15:43 2023	1694704543	1	61	62	57
Thu Sep 14 18:15:45 2023	1694704545	1	61	62	61
Thu Sep 14 18:15:50 2023	1694704550	0	62	62	62
Thu Sep 14 18:15:46 2023	1694704546	0	62	62	62
Thu Sep 14 18:15:48 2023	1694704548	0	62	62	62
Thu Sep 14 18:15:49 2023	1694704549	1	62	62	59
Thu Sep 14 18:15:45 2023	1694704545	0	62	62	62
Thu Sep 14 18:15:46 2023	1694704546	1	62	62	61
Thu Sep 14 18:15:46 2023	1694704546	0	63	63	63
Thu Sep 14 18:15:53 2023	1694704553	0	63	63	62
Thu Sep 14 18:15:45 2023	1694704545	0	63	63	63
Thu Sep 14 18:15:53 2023	1694704553	0	63	63	63
Thu Sep 14 18:15:49 2023	1694704549	0	63	63	63
Thu Sep 14 18:15:47 2023	1694704547	1	62	63	62
Thu Sep 14 18:15:55 2023	1694704555	1	62	63	62
Thu Sep 14 18:15:46 2023	1694704546	0	63	63	62
Thu Sep 14 18:15:51 2023	1694704551	0	63	63	62
Thu Sep 14 18:15:54 2023	1694704554	0	63	63	62
Thu Sep 14 18:15:52 2023	1694704552	1	62	63	45
Thu Sep 14 18:15:53 2023	1694704553	0	63	63	60
Thu Sep 14 18:15:45 2023	1694704545	0	63	63	62
Thu Sep 14 18:15:49 2023	1694704549	0	63	63	63
Thu Sep 14 18:15:49 2023	1694704549	1	62	63	60
Thu Sep 14 18:15:55 2023	1694704555	0	63	63	63
Thu Sep 14 18:15:50 2023	1694704550	0	63	63	63
Thu Sep 14 18:15:46 2023	1694704546	0	63	63	63
Thu Sep 14 18:15:46 2023	1694704546	0	63	63	55
Thu Sep 14 18:15:53 2023	1694704553	1	63	63	62
Thu Sep 14 18:15:45 2023	1694704545	0	63	63	63
Thu Sep 14 18:15:52 2023	1694704552	0	63	63	62
Thu Sep 14 18:15:53 2023	1694704553	0	63	63	63
Thu Sep 14 18:15:54 2023	1694704554	0	63	63	63
Thu Sep 14 18:15:44 2023	1694704544	0	63	63	62
Thu Sep 14 18:15:47 2023	1694704547	0	63	63	63
Thu Sep 14 18:15:55 2023	1694704555	0	63	63	61
Thu Sep 14 18:15:48 2023	1694704548	1	63	63	63
Thu Sep 14 18:15:47 2023	1694704547	1	63	63	63
Thu Sep 14 18:15:53 2023	1694704553	1	63	63	60
Thu Sep 14 18:15:46 2023	1694704546	0	63	63	63
Thu Sep 14 18:15:55 2023	1694704555	0	63	63	63
Thu Sep 14 18:15:48 2023	1694704548	0	63	63	63
Thu Sep 14 18:15:56 2023	1694704556	1	63	63	63
Thu Sep 14 18:15:48 2023	1694704548	1	63	63	63
Thu Sep 14 18:15:55 2023	1694704555	0	63	63	63
Thu Sep 14 18:15:44 2023	1694704544	1	63	63	63
Thu Sep 14 18:15:44 2023	1694704544	1	63	63	63
Thu Sep 14 18:15:49 2023	1694704549	0	63	63	63
Thu Sep 14 18:15:53 2023	1694704553	0	63	63	63
Thu Sep 14 18:15:55 2023	1694704555	1	63	63	63
Thu Sep 14 18:15:47 2023	1694704547	0	63	63	63
Thu Sep 14 18:15:56 2023	1694704556	0	63	63	63
Thu Sep 14 18:15:51 2023	1694704551	1	63	64	60
Thu Sep 14 18:15:44 2023	1694704544	0	64	64	64
Thu Sep 14 18:15:46 2023	1694704546	0	64	64	63
Thu Sep 14 18:15:45 2023	1694704545	1	63	64	62
Thu Sep 14 18:15:45 2023	1694704545	0	64	64	63
Thu Sep 14 18:15:54 2023	1694704554	1	63	64	63
Thu Sep 14 18:15:55 2023	1694704555	0	64	64	62
Thu Sep 14 18:15:52 2023	1694704552	1	63	64	63
Thu Sep 14 18:15:43 2023	1694704543	1	63	64	63
Thu Sep 14 18:15:49 2023	1694704549	1	63	64	63
Thu Sep 14 18:15:52 2023	1694704552	1	63	64	63
Thu Sep 14 18:15:46 2023	1694704546	1	63	64	63
Thu Sep 14 18:15:56 2023	1694704556	0	64	64	63
Thu Sep 14 18:15:44 2023	1694704544	0	64	64	64
Thu Sep 14 18:15:49 2023	1694704549	0	64	64	64
Thu Sep 14 18:15:53 2023	1694704553	0	64	64	59
Thu Sep 14 18:15:47 2023	1694704547	0	64	64	64
Thu Sep 14 18:15:47 2023	1694704547	0	64	64	64
Thu Sep 14 18:15:44 2023	1694704544	0	64	64	64
Thu Sep 14 18:15:54 2023	1694704554	0	64	64	63
Thu Sep 14 18:15:45 2023	1694704545	0	64	64	63
Thu Sep 14 18:15:51 2023	1694704551	0	64	64	60
Thu Sep 14 18:15:45 2023	1694704545	0	64	64	63
Thu Sep 14 18:15:53 2023	1694704553	0	64	64	64
Thu Sep 14 18:15:46 2023	1694704546	1	63	64	63
Thu Sep 14 18:15:54 2023	1694704554	0	64	64	64
Thu Sep 14 18:15:49 2023	1694704549	0	64	64	64
Thu Sep 14 18:15:56 2023	1694704556	1	64	64	64
Thu Sep 14 18:15:45 2023	1694704545	0	64	64	64
Thu Sep 14 18:15:53 2023	1694704553	0	64	64	63
Thu Sep 14 18:15:47 2023	1694704547	1	64	64	63
Thu Sep 14 18:15:52 2023	1694704552	0	64	64	60
Thu Sep 14 18:15:43 2023	1694704543	0	64	64	62
Thu Sep 14 18:15:44 2023	1694704544	0	64	64	64
Thu Sep 14 18:15:47 2023	1694704547	0	64	64	64
Thu Sep 14 18:15:54 2023	1694704554	1	64	64	64
Thu Sep 14 18:15:55 2023	1694704555	0	64	64	49
Thu Sep 14 18:15:47 2023	1694704547	0	64	64	64
Thu Sep 14 18:15:49 2023	1694704549	0	64	64	64
Thu Sep 14 18:15:53 2023	1694704553	0	64	64	40
Thu Sep 14 18:15:53 2023	1694704553	1	63	64	63
Thu Sep 14 18:15:53 2023	1694704553	1	64	64	64
Thu Sep 14 18:15:52 2023	1694704552	0	64	64	64
Thu Sep 14 18:15:48 2023	1694704548	1	64	64	64
Thu Sep 14 18:15:46 2023	1694704546	1	64	65	64
Thu Sep 14 18:15:49 2023	1694704549	0	65	65	63
Thu Sep 14 18:15:48 2023	1694704548	1	64	65	64
Thu Sep 14 18:15:47 2023	1694704547	1	64	65	62
Thu Sep 14 18:15:45 2023	1694704545	0	64	65	64
Thu Sep 14 18:15:51 2023	1694704551	0	65	65	65
Thu Sep 14 18:15:56 2023	1694704556	0	65	65	65
Thu Sep 14 18:15:44 2023	1694704544	0	65	65	65
Thu Sep 14 18:15:48 2023	1694704548	1	64	65	63
Thu Sep 14 18:15:55 2023	1694704555	1	64	65	64
Thu Sep 14 18:15:55 2023	1694704555	0	64	65	64
Thu Sep 14 18:15:46 2023	1694704546	0	65	65	65
Thu Sep 14 18:15:46 2023	1694704546	0	65	65	65
Thu Sep 14 18:15:56 2023	1694704556	0	65	65	65
Thu Sep 14 18:15:53 2023	1694704553	0	65	65	65
Thu Sep 14 18:15:44 2023	1694704544	0	65	65	65
Thu Sep 14 18:15:50 2023	1694704550	0	65	65	64
Thu Sep 14 18:15:47 2023	1694704547	1	64	65	63
Thu Sep 14 18:15:46 2023	1694704546	1	64	65	64
Thu Sep 14 18:15:53 2023	1694704553	0	65	65	65
Thu Sep 14 18:15:44 2023	1694704544	1	64	65	62
Thu Sep 14 18:15:50 2023	1694704550	0	65	65	61
Thu Sep 14 18:15:50 2023	1694704550	1	64	65	64
Thu Sep 14 18:15:57 2023	1694704557	0	65	65	64
Thu Sep 14 18:15:57 2023	1694704557	0	65	65	65
Thu Sep 14 18:15:45 2023	1694704545	0	65	65	65
Thu Sep 14 18:15:51 2023	1694704551	1	64	65	64
Thu Sep 14 18:15:46 2023	1694704546	0	65	65	65
Thu Sep 14 18:15:48 2023	1694704548	0	65	65	65
Thu Sep 14 18:15:45 2023	1694704545	1	64	65	64
Thu Sep 14 18:15:44 2023	1694704544	0	65	65	65
Thu Sep 14 18:15:51 2023	1694704551	0	65	65	65
Thu Sep 14 18:15:55 2023	1694704555	0	65	65	65
Thu Sep 14 18:15:44 2023	1694704544	0	65	65	65
Thu Sep 14 18:15:53 2023	1694704553	0	65	65	65
Thu Sep 14 18:15:49 2023	1694704549	0	65	65	56
Thu Sep 14 18:15:56 2023	1694704556	0	65	65	65
Thu Sep 14 18:15:51 2023	1694704551	0	65	65	64
Thu Sep 14 18:15:50 2023	1694704550	0	65	65	64
Thu Sep 14 18:15:46 2023	1694704546	0	65	65	65
Thu Sep 14 18:15:48 2023	1694704548	0	65	65	64
Thu Sep 14 18:15:44 2023	1694704544	0	65	65	65
Thu Sep 14 18:15:54 2023	1694704554	0	65	65	65
Thu Sep 14 18:15:54 2023	1694704554	1	64	65	64
Thu Sep 14 18:15:47 2023	1694704547	0	65	65	63
Thu Sep 14 18:15:47 2023	1694704547	1	64	65	64
Thu Sep 14 18:15:45 2023	1694704545	1	64	65	64
Thu Sep 14 18:15:45 2023	1694704545	1	65	66	65
Thu Sep 14 18:15:46 2023	1694704546	0	66	66	65
Thu Sep 14 18:15:53 2023	1694704553	0	66	66	66
Thu Sep 14 18:15:45 2023	1694704545	1	65	66	65
Thu Sep 14 18:15:48 2023	1694704548	1	65	66	65
Thu Sep 14 18:15:46 2023	1694704546	0	66	66	66
Thu Sep 14 18:15:46 2023	1694704546	1	65	66	65
Thu Sep 14 18:15:45 2023	1694704545	0	66	66	66
Thu Sep 14 18:15:44 2023	1694704544	1	65	66	64
Thu Sep 14 18:15:50 2023	1694704550	0	66	66	63
Thu Sep 14 18:15:51 2023	1694704551	1	65	66	65
Thu Sep 14 18:15:51 2023	1694704551	1	65	66	65
Thu Sep 14 18:15:53 2023	1694704553	0	66	66	65
Thu Sep 14 18:15:44 2023	1694704544	0	66	66	66
Thu Sep 14 18:15:47 2023	1694704547	1	65	66	65
Thu Sep 14 18:15:49 2023	1694704549	1	65	66	65
Thu Sep 14 18:15:49 2023	1694704549	0	66	66	65
Thu Sep 14 18:15:50 2023	1694704550	0	66	66	65
Thu Sep 14 18:15:56 2023	1694704556	0	66	66	66
Thu Sep 14 18:15:56 2023	1694704556	1	65	66	65
Thu Sep 14 18:15:56 2023	1694704556	0	66	66	66
Thu Sep 14 18:15:55 2023	1694704555	0	66	66	66
Thu Sep 14 18:15:50 2023	1694704550	0	66	66	62
Thu Sep 14 18:15:45 2023	1694704545	1	65	66	65
Thu Sep 14 18:15:56 2023	1694704556	0	66	66	66
Thu Sep 14 18:15:56 2023	1694704556	1	65	66	65
Thu Sep 14 18:15:52 2023	1694704552	1	66	66	66
Thu Sep 14 18:15:46 2023	1694704546	1	65	66	65
Thu Sep 14 18:15:49 2023	1694704549	1	66	66	66
Thu Sep 14 18:15:48 2023	1694704548	1	66	66	66
Thu Sep 14 18:15:55 2023	1694704555	0	66	66	65
Thu Sep 14 18:15:48 2023	1694704548	0	66	66	66
Thu Sep 14 18:15:47 2023	1694704547	1	65	66	64
Thu Sep 14 18:15:55 2023	1694704555	1	66	66	66
Thu Sep 14 18:15:54 2023	1694704554	1	66	66	65
Thu Sep 14 18:15:50 2023	1694704550	0	66	66	66
Thu Sep 14 18:15:57 2023	1694704557	1	66	66	65
Thu Sep 14 18:15:50 2023	1694704550	1	65	66	63
Thu Sep 14 18:15:56 2023	1694704556	0	66	66	66
Thu Sep 14 18:15:53 2023	1694704553	0	66	66	65
Thu Sep 14 18:15:56 2023	1694704556	0	66	66	66
Thu Sep 14 18:15:56 2023	1694704556	0	66	66	66
Thu Sep 14 18:15:45 2023	1694704545	0	66	66	60
Thu Sep 14 18:15:51 2023	1694704551	0	66	66	66
Thu Sep 14 18:15:49 2023	1694704549	1	65	66	65
